userName,content
Ketut Edi,"Payah,, topup saldo nggk masuk masuk,, padahal keterangan di m-banking sudah sukses trus uang di udah kepotong tapi tetap nggk masuk saldo dananya bahkan di riwayat transaksi aplikasi dana nggk ada,,CS dihubungi tidak ada jawaban,, berapa lama lagi harus nunggu?? email + CS tidak ada jawaban tolong segera ditangani!! Payahh!"
Dede Shavia,"pembaruan bukan nya bagus malah jelek, selama pakai dana baru kali ini kejadian transfer tidak masuk di rekening tujuan padahal di apk dana nya berhasil. Untuk respon tim dana nya sangat lambat & sangat tidak membantu sama sekali. Lagi klaim refund dana yg gagal masuk ke rekening malah sedang perbaikan sistem. Sungguh saya kapok pakai apk dana sekarang 👎👎👎 Jagalah kepercayaan pelanggan!!!!"
denny S,Mau upgrade ke akun premium aja susahnya minta ampun... Padahal sudah berhasil masuk tapi malah d gagalin... Gak kaya toko sebelah lebih cepat respon dan gak ribet padahl persaratan sama kecewa saya sudah isi saldo tapi malh uangnya gak bisa ke pake...
D&S,"Apl sangat buruk, masa saya untuk upgrade ke premium udah berhasil udah bisa buat transfer eh selang sehari malah nggak bisa terus mana udah topub banyak sekarang uang y nggak bisa di apa""in di tarik tunai nggak bisa transfer nggak bisa, bukan mempermudah malah mempersulit apl y"
Nyill Shuu ID,Bintang 1 dulu ga sih? Beli pulsa doang suruh nunggu ±3 jam baru masuk. Mana lagi buru² lagi. Dana yang sekarang makin kesini makin ribet. Mending pindah app sebelah. Udh aplikasinya berat. Lemot. Server sering down/ loading ga jelas. Masih enakan Dana tempo 2017-2018 ringan banget sumpah
Najib Mafudin,"Apk apaan gak work it sekali,, untuk menjadi akun premium aja susah amat dari kemaren hmm,, se'enggaknya klo gak bisa buat tf ya klo ada tf n masuk di tolak dong, jgn alasan KTP ga bisa ke deteksi katanya dengan tanda pengenal lain bisa saya coba dengan SIM trus scan wajah malah di tolak mulu,, mnding gausah download deh buat kalian apk ini gak rekomended banget buat di download,, nyesel gua dah tf masuk pas di tf balik gak bisa,,"
Riski Sandra,"Terpaksa kasih bintang,kalau enggak di kasih tidak bisa di keluhkan,blokir akun tidak bisa,upgrade premium tidak bisa,padahal berkas sudah di isi semua seperti arahan,masih tidak bisa premium,ribet sekali dana"
Achmad Roji,"Aplikasi ini tambah lama tambah gk jelas, saldo 20.120 tiba tiba hilang setelah ada notif update, dan setelah d cek ternyata ada transaksi qrist atau apa itu. Yg jelas tdk pernah melakukan transaksi apapun malah d suruh byr pake saldo yang ada. Sungguh terlalu. Malas pake aplikasi ini"
Novi Nov,"Kenapa sih setiap transaksi ke sesama dana lagi susah banget kedeteksi nya nomer dana nya, malah yg muncul transfer ke bank lain. Kalo mau transfer sesama dana darus di save dulu nomer tujuan nya biar jadi nomer kontak biar sesama teman dulu baru bisa transaksi. Tolong dong di perbaiki. GAJELAS"
Herman Soleh,"Aplikasi DANA. Saat ini lemot sekali, dan makin susah, mau transfer ke sesama DANA harus simpan no nya dulu, kalau no tidak ada di kontak gak bisa kirimi ke DANA makin lucu aja ni aplikasi.."
yona taradipa,Tolong dong apk nya jangan di buat Ribet untuk daftar. Saya mau transaksi tapi berulang ulang d suruh update ke Premium & berulang ulang saya upgrade tetapi Gagal Gagal terus. Uang yg ada d apk akhir nya gk bisa di gunakan. Jangan Brengsek gitu lah Apk Dana ini.
Anne Anne,"kadang kemarin error pas mau transfer jadi tulisan nya harus tutup aplikasi terus mungkin sedang dalam perbaikan, tapi sekarang saya transfer sudah bisa semoga terus ditingkatkan dana yah dan banyak voucher2 terutama pulsa, listrik, wifi dan juga kalau bisa kuota transfer gratis jangan dibatas 10x saja 😁 thanks dana membuat mudah dalam transaksi"
Nono Karyono,"Sebelumnya udah berhasil upgrade eh malah harus upgrade lagi, alesanya latar belakang e KTP gak sesuai dengan tanggal lahir padah sesuai, gmna sih mana udah top up lagi jadi gak bisa d pake, tolong dong tanggung jawabnya udah coba download kembali tetep ajah gak bisa"
Kantong Toba,"Ini dana kenapa yak gabisa buat login pertama gue transfer ke akun temen gue ditolak Mulu terus gue hapus data itu mau login eh suruh update sudah di update tapi masih masa aja suruh update mulu, gue coba masuk ke apk dana temenku juga gabisa padahal temenku bisa login, ga disuruh ini itu..TOLONG CS DANA BANTUAN NYA🙏"
Uciel. Poenya,"Sangat susah utk upgrade ke premium.15x ditolak Daftar lewat live chat 2x juga tidak ada tanggapan.padahal daftar 1x live chat itu btuh 3-5 hari utk menunggu..chat via live chat sudah ngirim foto ktp,video megang ktp 5 detik,foto sim,foto kk.tp tetep ga ada tanggapan..payah Yg jelas TIDAK ADA TANGGAPAN DARI PIHAK DANA"
Lukman Nurhakim,"Mau pengaduan top up dana gak bertambah padahl transaski dari bank sukses, pengaduan susahnya setengah mati, di WA checklist, di email dalam antrian, kirim pesan kirim nya gak aktif. Pusing lah.."
Aliya Nevriyanti,"Udh ngk ngerti lagi tadinya mau di upgarade ke versi terbaru eh pas udh di upgrade malah gak bisa di buka aplikasi nya , Malam di suruh lagi upgarde ke versi terbaru atau minta bantuan katanya ke gtt tolong lah perbaiki"
Eka Candra,Dari tadi pagi 10.15 wib. saya TopUp melalui m-banking tapi sampe sekarang 16.40 wib blom jg bertambah saldonya. Sudah cek ke bank katanya transaksi normar. Kemudian saya TopUp dgn jumlah yg lebih kecil. Trnyata berhasil tanpa kendala. Cuma kok saldony belom bertambah. Yg TopUp pertama yah
Ilham Alimuddin,Tolong lah aplikasi Dana. Upgrade dong sistem nya! Masa bug mau kirim ke sesama dana malah detect akun Bank terus. Mengganggu banget apalagi saya pake Dana ini untuk transaksi harian. Tolong di perbaiki secepat nya!
Naya Nay,"Kenapa setelah di upgrade malah gak bisa buka ya,, padahal sebelumnya lancar ² aja,mau transaksi aja gak bisa,, tolong dong segera di perbaiki kalo gini jadi kecewa sama apk ini,, sementara bintang 1 dulu.kalo sudah bisa digunakan baru bintang 5!!"
Adi Wirawan,"Aplikasi gak guna banget, beli listrik online di aplikasi ini biar cepet malah tambah lemot, berjam2 gak masuk nomor tokennya, padahal saldo langsung terpotong pada saat itu juga, cs'nya hanya bot, tidak memberi solusi malah bikin tambah ribet. Setelah komplain ke email & kasih rating 1 di play store baru ditanggapi, lebih parahnya cs yg melayani transaksi mau bantu tp syaratnya sangat ribet, smua data pribadi diminta lagi, sampai minta PIN, sdh 200rb gk balik malah diminta topup lg 250rb-2 jt"
ari _pdl,"... Aplikasi yg tidak bisa diandalkan pd saat dibutuhkan, tidak bisa TF, dana tdk bisa di tarik, ... sitem sedang sibuk, ada kesalahan pada sistem, maksudnya apa?tdk bisa d percaya"
Chanel Support NASA,"Makin parah aja ni apk,, bikin gak nyaman, mau kirim uang baik ke sesama akun dana maupun transfer ke rekening Bank, ngelag pula,, hadeeeh bisa di tinggalin pelanggan nih apk. Semakin banyak pengguna bukan semakin bagus dan di tingkatkan lagi malah makin menyebalkan,. Mau kirim uang ke sesama dana harus save kontak, padahal awal-awal gak menyebalkan seperti sekarang.."
Arip aja,"Aplikasinya Sekarang lemot,,,, Jaringan stabil/kuat... Aplikasinya Uda di upgrade.... Tp tetep aja lemot mau buka aplikasi nya... Tolong lahhh di perbaiki ini.... Terimakasih 🙏🙏🙏🙏"
Panji Nugraha,"Saya sangat suka dana, hampir lengkap. Cuma satu yang kurang bagi saya, tolong nominal DANA GOALS nya bisa di ubah, ketika ada saldo yang mau di tarik nominal nya bisa di ubah, jadi saldo tidak ketarik semua"
Yusuf Andri Hidayat,"Setiap saya transaksi pulsa, di status tertulis transaksi gagal, saya coba pake aplikasi ke dua, aplikasi ke dua transaksi berhasil, dan si dana yg status nya yg tadi gagal menjadi berhasil dan saya rugi dua kali karna dana, tolong di perbaiki ini masalah uang!!!!!."
Profil _Iyan,"ini kenapa tiba-tiba nominal saldo saya hilang 60rb yaa, tanpa ada notif apapun. Tolong di perbaiki systemnya... Jangan sampai pelanggan banyak yg kecewa dan unsinstal semua apps. Makasih."
Hafiz Jakari,Makin di update makin kacau Saat ini saya tidak bisa mengirim uang kesesama pengguna dana. Dalam mode pencarian kirim cepat setelah di isi nomor tujuan tak pernah muncul data si penerima. Tambah kacau ini Hallo developer kok bukan tambah bagus ini tapi tambah jelek
My Redmi,"Kenapa pengguna non premium tidak di ijinkan buat transfer/kirim dana ke teman dll ny? Kan itu sudah di kasih nama ( a/n ) juga nomor hp sebagai nomor rek.Ny, jadi kenapa non premium tidak di ijinkan buat transfer/kirim dana ke teman dll ny. Tolong dong beri ijin transfer/kirim dana bagi pengguna yang bukan Premium, Terima kasih."
M. Ridho Wahyudi,"Min... Kenapa aplikasi dana ini membuat link-link yang dikirim lewat WA menjadi error ya? Sebelum nya tidak ad kendala apapun, tolong di perbaiki ya min... Saya berharap Apl DANA ini tidak mengganggu aktivitas dalam medsos."
Nis Dindah,"Aplikasinya sudah bagus banget tapi tolong agak dipercepat proses loading nya karna dikit"" macet terus ngelek gitu... Jadi harus ulang lagi dari awal"
RISMAN LUBIS,"Setelah di update kok malah berat aplikasinya, mau kirim uang saja ditekan berulang ulang menu kirim tak juga muncul Rp nominalnya tolong diperbaiki supaya terjalin terbina antar kerja sama yang baik dengan mitra dana terima kasih."
Yo Hana,"Beli token listrik dari tgl 27 feb sampai saat ini no token nya gak keluar, padahal udah chat di aplikasi nya saldo berkurang token gak keluar, dan gak ada penyelesaian nya, jadi kecewa banget 100rb melayang gitu ajah, makin gak jelas aplikasi nya"
DIANA channel,"Padahal sering banget pake afk ini, tapi sekarang ko malah sering gangguan, saya melakukan pembelian token listrik, tapi nomer tokenny engga muncul, sedangkan uangnya sudah terpotong, ini gimana yah, sudah melakukan chet ke pihak bantuan di proses lama, sekarang juga engga di proses² ini gimana yah"
Fathan Nabil,Aplikasi dana saya tidak bisa di upgrade ke premium tolong solusinya soalnya ada uang saya disitu terus mau di tf ke bank gabisa karena harus premium dulu. Saya tunggu info selanjutnya agar dana saya bisa di upgrade ke dana premium. Terimakasih
Fahrul Ramadhan,"Saya sangat merasa kecewa atas kinerja apk ini,, bagaimana kita transaksi klo mw upgrade sj dipersulit ,,dgn adnya swafoto dn foto ID ktp..trus disuruh adukan ke chat perlu bantuan dana pun gak jelas .di suruh tunda 10 menit dan ke esokan harinya..malah saldo sudah masuk,tpi gak bisa di transfer...sngat kecewa sy.."
Cahya Asrida,"Tolonglah Kerjasamanya gegara lupa pin, masa suruh ngubungi customer. Udh gtu customernya ga mau bantu.. Jadi susah banget Seharusnya klo lupa pin ada kode verivikasinya buat masuk ke pin baru lagi. Bukan malah suruh hubungi custmer dan customer di hubungi gak bisa ga ada respon sama sekali jadi bingung. Tolong banget aplikasinya diperbaiki."
Filut Kimha,"Sangat membantu transaksi cepat, yg lemotnya cuma qr ngga begitu satset seperti sebelah mohon di perbaiki. Trus untuk signal mohon di adakan segera untuk wilayah Jawa barat pengguna lebih banyak di Jawa barat menurut saya🙏🙏 jika signal Jabar sudah ada saya tambahin bintang 1lagi"
Rully Suhendar,"Saya sarankan untuk aplikasi DANA untuk memperjelas nama penerima dan nomor penerima. Jangan di sembunyikan pakai bintang. All hasil ketika akun di retas tidak tahu nama lengkap dan nomor penerimanya. Semoga bisa di ubah lagi. Dan satu hal lagi,di bagian nomor penerima harusnya bisa mengeklik foto profil.agar kita tahu lebih jelas foto sesuai nomor penerima. Menurut saya aplikasi DANA tidak aman dari segi dompet digital.mudah ke hack dan di retas.saya mengalami sendniri. Terimakasih."
Raja Tami Pediansa,"Saya ingatkan sekali lagi bagi PENGGUNA DANA ....JANGAN TOP UP ATAU TRANSFER di daerah saya sudah berapa orang Top Up gk masuk dan bayar ansuran tertera berhasil tapi ansuran tetap berjalan...di tambah Fitur kirim uang ke sesama Dana sudah tidak ada ... CHAT CS.DANA tidak ada respon yang ada kita di alihkan ke pilihan yang buat kita pusing karena gk sesuai dengan kita alami,walau sesuai tetap tidak ada respon walau di suruh menunggu 1x24 jam...Hapus segera App Dana anda sebelum menyesal."
Agindia Raiqah,"Sama dengan yang lain. Nge lag mulu setiap mau transaksi. Kalo abis top up, harus keluar masuk beberapa kali dulu, baru nominalnya masuk."
razt,"Saya transaksi pembayaran bpjs kesehatan status masih ""order di proses"" pdhl sudah bayar dari tgl 5 sampai tgl 10 status masih belum ""order berhasil"" ini bagaimana tindak lanjutnya. Komplain ke pusat resolusi belum ada tindakan. Baru kali ini saya pakai DANA tapi ada komplain, agak kecewa dengan penanganan laporan. Semoga lebih dibenahi lagi fitur-fitur yang ada. Kasihan pengguna aplikasi DANA kalau masih begini begini saja. Sangat mengecewakan."
siska Theresia,"Kenapa sekarang-sekarang ini apk dana sering gak masuk ya dana nya? Itu dari saldo main game2 yang kecil2 aja gak masuk gimana, klo top up dengan nominal yang besar klo kayak gini? Lama-lama males pake dana klo gak di perbaiki... Tolong donk di betulin."
enabolt,"Bisa gak sih aplikasi nya di buat minimalis ajah, kebanyakan menu jd berat banget aplikasi nya, gk kayak aplikasi2 yg lain lebih simpel dan enteng bikin nya, jgn mikirin kuantitas dulu tp lebih ke kualitas, mana qr nya gak bisa di dukung qris lain lg, masa banyak merchant yg nolak pake QRIS dana ini, katanya di sisi merchant sering error dana gak masuk atau gantung, jd merugikan merchant"
nabilah habsyi,"awalnya suka bgt pake dana karna tf ke bank lain msh gratis smpe skrg walau 10x. tapi selain dr itu hampir semua zonk. dpt notif dapet voucher karena referral, sampe skrg udh 2 bulan lebih laman referral hanya loading gbs dibuka dan vocer ga pernah masuk. paling parah bagian bantuan! itu susahnya stengah mati, kl ada komplain bs 2 minggu baru ditanggepin tp kalo tanggepan ga dibuka 60mnt lgsg hilang selesai. bbrp promo di banner banyak yg ga masuk cashback atau bonusnya, app sering bgt error skg"
nathalia djaja,"Maaf per bulan maret ini saya dan bbrp orang kesulitan membuka link apapun termasuk link GDrive yang ada di WA, muncul tulisan ""anda tidak memiliki aplikasi yang cocok untuk membuka nya"". Lalu coba cari tau, trnyta Banyak yang koment kegagalan membuka link ini karena apps dana. Dan setelah dicoba meng'uninstall, ternyata memang bnr, link bisa dibuka kembali tanpa ada error. Hal ini berlaku di android bkn iphone. Apa bisa diperbaiki segera ya min agar bs seperti dulu lagi? Thanks"
Kim Kimmie,Aplikasinya buruk sekali. Sering lag dan ketika buka menu tidak ada respon sama sekali. Jadi malas kalau buka aplikasi DANA kalau begini terus. Saldo memang tak seberapa tapi kenyamanan dalam pemakaian aplikasi itu yang di butuhkan.
GNX soon,Saya aneh sama apl dana. Sya ingin bertransaksi dan di suru upgrade dana premium dan saya pencet upgrade ke premium tapi ga muncul apa apa hynya logo. Gada arhan untuk uprgrade ke premium.. kalo udah bgini yg salah siapa. Saya sbgai konsumen apa emng pihak apl dana nya yg ga becus mngrus apl. Yg jls kcwa
Marthinus Tampubolon,"Disuruh update, malah ga bisa terinstal. Udah gitu ga bisa di batalkan update nya. Tidak bisa pakai aplikasi lagi karena gagal instal/update ulang. Isi saldonya masih lumayan. Apa memang sengaja? biar saldo mengendap hilang begitu saja kalau kita hapus akun? Aplikasi ga bermutu, buka halaman awal saja lama sekali terbukanya."
Firmansah Siregar,"Upgrade udah berhasil, ehh tiba² dikabarkan gagal. Isinya warna latar belakang tidak cocok,tanggal lahir tidak sesuai. Saya coba upgrade lg, Alhamdulilah.. GAGAL lg!! Ayo lah DANA.. semakin banyak pengguna, seharusnya aplikasi semakin baik,bukan semakin bobrok! Bukan saya aja yg seperti ini,ternyata banyak. Ga ada gunanya chat cs,ga ada solusi."
Raihanah Afifah,Top up saldo digital (gopay) tapi statusnya 'menunggu' terus. Saldo dana kepotong tapi ngga ada saldo masuk di gopay. Mau ajukan keluhan gabisa dilaporin transaksinya karena bener2 ngga ada keterangan apa2 nomer transaksi aja ngga ada. Balikin cepet duitnya.
Ruddy Cs Gma,"Ngga bisa di buka,, Minta Update versi terbaru, sudah berkali"" instal tidak bisa terpasang. Berkembang lah menjadi lehih baik. Bukan semakin Buruk. Sudah banyak pelanggan Aplikasi nya semakin semakin ngga kompetible."
hendra Setiawan,"Nomor saya sudah terdaftar di premium tp kenapa tidak bisa login ya, setiap login ada pemberitahuan nomor anda sudah terdartar, silahkan periksa nomor anda, padahal selama ini saya cmn pake nomor itu saja di sana untuk transaksi"
Mulyo Ho,"Terima kasih dana.. Sempat membuat saya resah, karena WA tidak dapat membuka link.. Aplikasi yang luar biasa.. Saking amannya sampai mengganggu pengaturan aplikasi yang lain.."
Rendi Septiana,"Pembayaran transaksi via dana cepat aman dan nyaman rekomend banget deh buat kalian semua soal nya setiap kali saya bertransaksi menggunakan dana selalu berhasil dan gak perlu nunggu lama, is the best pokoknya apalagi kalo udah di upgrade ke dana premium transfer jadi gk ribet sama sekali auto sat set 👍"
